Weather,Time of day,Budget,Physicality level,Environment,Group size,Activity
cloudy,afternoon,low,1,outdoors,3,Stargazing
sunny,afternoon,medium,3,outdoors,4+,Swimming
cloudy,afternoon,medium,2,indoors,1,Yoga
snowy,evening,medium,2,indoors,4+,Yoga
cloudy,morning,medium,3,outdoors,1,Hiking
sunny,afternoon,low,1,indoors,4+,Board games
rainy,morning,medium,3,indoors,2,Gym
rainy,morning,medium,3,indoors,2,Gym
sunny,morning,low,1,outdoors,2,Park
sunny,afternoon,medium,1,indoors,2,Movie
rainy,morning,medium,1,indoors,2,Movie
sunny,morning,medium,1,indoors,2,Movie
cloudy,morning,medium,2,indoors,3,Yoga
cloudy,afternoon,medium,3,outdoors,3,Hiking
cloudy,evening,low,1,outdoors,3,Stargazing
cloudy,morning,low,1,outdoors,3,Stargazing
snowy,evening,medium,1,indoors,3,Museum
rainy,evening,medium,2,indoors,2,Cooking class
sunny,morning,medium,1,indoors,4+,Karaoke
rainy,morning,medium,1,indoors,2,Museum
sunny,morning,low,1,outdoors,3,Picnic
rainy,afternoon,medium,3,indoors,1,Gym
sunny,morning,medium,1,indoors,2,Museum
cloudy,evening,medium,2,indoors,4+,Bowling
sunny,morning,low,1,outdoors,2,Park
cloudy,afternoon,medium,2,indoors,4+,Cooking class
snowy,morning,high,1,indoors,2,Eating out
cloudy,morning,low,3,outdoors,1,Hiking
sunny,morning,high,1,outdoors,4+,Zoo
rainy,morning,low,2,outdoors,2,Kite flying
cloudy,morning,low,3,outdoors,1,Biking
sunny,evening,medium,2,indoors,3,Yoga
sunny,morning,medium,1,indoors,2,Karaoke
sunny,evening,low,3,outdoors,2,Beach
sunny,afternoon,low,3,outdoors,3,Surfing
sunny,morning,low,3,outdoors,4+,Hiking
sunny,morning,low,1,outdoors,4+,Park
cloudy,afternoon,low,3,outdoors,2,Hiking
rainy,evening,medium,2,indoors,4+,Yoga
cloudy,afternoon,high,1,indoors,3,Eating out
sunny,morning,low,3,outdoors,2,Surfing
sunny,morning,low,1,outdoors,4+,Picnic
rainy,evening,medium,2,indoors,4+,Yoga
rainy,morning,high,1,indoors,3,Eating out
sunny,morning,low,3,outdoors,1,Surfing
sunny,afternoon,medium,2,indoors,3,Cooking class
sunny,afternoon,low,1,outdoors,2,Beach
snowy,evening,medium,1,indoors,3,Movie
cloudy,evening,high,1,outdoors,4+,Zoo
sunny,evening,medium,2,indoors,4+,Bowling
rainy,afternoon,medium,2,indoors,3,Yoga
cloudy,afternoon,medium,2,indoors,4+,Yoga
snowy,evening,medium,1,indoors,3,Karaoke
snowy,morning,medium,2,indoors,4+,Escape room
snowy,morning,medium,2,indoors,3,Yoga
cloudy,afternoon,medium,1,indoors,2,Movie
sunny,evening,high,1,outdoors,3,Concert
snowy,evening,low,1,outdoors,2,Stargazing
sunny,evening,medium,1,indoors,2,Comedy
sunny,afternoon,medium,1,indoors,1,Museum
rainy,afternoon,medium,2,indoors,4+,Cooking class
sunny,morning,medium,1,indoors,4+,Karaoke
sunny,morning,medium,1,indoors,2,Comedy
rainy,evening,medium,2,indoors,4+,Escape room
cloudy,afternoon,low,1,outdoors,4+,Stargazing
sunny,afternoon,low,1,outdoors,4+,Park
sunny,afternoon,medium,1,indoors,3,Comedy
sunny,afternoon,medium,3,outdoors,1,Swimming
sunny,evening,medium,2,indoors,4+,Escape room
cloudy,evening,low,1,outdoors,4+,Park
sunny,morning,medium,3,indoors,2,Gym
cloudy,afternoon,low,1,outdoors,4+,Picnic
rainy,morning,high,1,indoors,2,Eating out
cloudy,morning,high,1,outdoors,3,Concert
sunny,evening,low,2,outdoors,2,Kite flying
sunny,afternoon,medium,3,outdoors,2,Swimming
snowy,morning,medium,2,indoors,4+,Escape room
cloudy,morning,medium,2,indoors,4+,Cooking class
sunny,afternoon,low,2,outdoors,4+,Beach
rainy,afternoon,high,1,indoors,4+,Eating out
cloudy,evening,high,1,outdoors,4+,Zoo
sunny,morning,medium,3,outdoors,1,Hiking
snowy,morning,low,1,outdoors,2,Stargazing
sunny,afternoon,medium,2,indoors,4+,Yoga
rainy,afternoon,medium,1,indoors,2,Comedy
sunny,evening,low,3,outdoors,3,Hiking
cloudy,morning,medium,1,indoors,3,Karaoke
snowy,morning,medium,1,indoors,2,Movie
sunny,evening,medium,1,indoors,2,Movie
sunny,afternoon,medium,2,indoors,4+,Yoga
cloudy,afternoon,low,1,outdoors,3,Park
cloudy,morning,medium,3,outdoors,4+,Hiking
cloudy,morning,low,1,outdoors,2,Stargazing
snowy,afternoon,medium,2,indoors,4+,Bowling
cloudy,evening,low,3,outdoors,1,Hiking
sunny,evening,low,2,outdoors,3,Beach
sunny,morning,low,3,outdoors,2,Beach
cloudy,morning,high,1,outdoors,4+,Zoo
cloudy,afternoon,high,1,outdoors,3,Concert
rainy,morning,high,1,indoors,2,Eating out
sunny,morning,medium,2,indoors,4+,Bowling
sunny,evening,low,1,outdoors,4+,Picnic
snowy,afternoon,medium,1,indoors,4+,Karaoke
rainy,evening,low,1,outdoors,1,Stargazing
cloudy,morning,medium,1,indoors,3,Comedy
cloudy,evening,low,1,outdoors,4+,Stargazing
cloudy,morning,medium,3,outdoors,3,Hiking
rainy,evening,low,1,outdoors,4+,Stargazing
snowy,afternoon,medium,3,indoors,1,Gym
cloudy,morning,medium,2,indoors,4+,Yoga
sunny,morning,low,3,outdoors,1,Hiking
cloudy,afternoon,low,3,outdoors,1,Hiking
cloudy,afternoon,medium,1,indoors,4+,Comedy
rainy,afternoon,medium,1,indoors,3,Movie
cloudy,morning,low,3,outdoors,4+,Biking
rainy,evening,medium,1,indoors,3,Movie
sunny,evening,high,1,outdoors,2,Concert
rainy,morning,medium,1,indoors,3,Karaoke
snowy,morning,low,1,outdoors,4+,Stargazing
rainy,morning,medium,2,indoors,3,Yoga
sunny,evening,low,3,outdoors,1,Biking
cloudy,afternoon,high,1,indoors,2,Eating out
cloudy,evening,medium,2,indoors,3,Yoga
cloudy,morning,medium,1,indoors,3,Movie
snowy,afternoon,low,1,outdoors,4+,Stargazing
sunny,afternoon,medium,2,indoors,4+,Bowling
sunny,evening,high,1,indoors,4+,Eating out
cloudy,evening,medium,1,indoors,4+,Comedy
cloudy,morning,medium,2,indoors,4+,Escape room
rainy,morning,high,1,indoors,2,Eating out
sunny,morning,medium,2,outdoors,2,Swimming
rainy,evening,medium,1,indoors,2,Comedy
sunny,morning,low,1,outdoors,2,Stargazing
sunny,afternoon,medium,3,indoors,1,Gym
rainy,evening,low,1,outdoors,1,Stargazing
rainy,evening,medium,1,indoors,3,Comedy
sunny,afternoon,medium,2,indoors,4+,Escape room
rainy,afternoon,medium,1,indoors,2,Karaoke
sunny,afternoon,low,2,outdoors,2,Beach
sunny,evening,medium,1,indoors,1,Museum
sunny,morning,low,1,indoors,4+,Board games
sunny,evening,medium,1,indoors,2,Comedy
cloudy,afternoon,medium,2,indoors,4+,Escape room
sunny,evening,low,3,outdoors,1,Hiking
cloudy,evening,medium,1,indoors,2,Karaoke
sunny,afternoon,medium,2,indoors,4+,Bowling
snowy,morning,low,1,outdoors,1,Stargazing
sunny,evening,low,3,outdoors,3,Biking
rainy,evening,low,2,outdoors,2,Kite flying
rainy,evening,medium,2,indoors,2,Cooking class
rainy,afternoon,high,1,indoors,4+,Eating out
sunny,afternoon,low,3,outdoors,2,Biking
sunny,evening,high,1,outdoors,3,Zoo
sunny,morning,medium,2,indoors,3,Yoga
cloudy,afternoon,medium,1,indoors,3,Museum
snowy,afternoon,medium,2,indoors,2,Cooking class
rainy,morning,low,1,indoors,4+,Board games
sunny,afternoon,medium,2,indoors,2,Cooking class
sunny,evening,high,1,outdoors,2,Zoo
cloudy,afternoon,medium,1,indoors,2,Movie
cloudy,evening,medium,2,indoors,4+,Escape room
rainy,evening,medium,3,indoors,2,Gym
cloudy,evening,medium,2,indoors,4+,Yoga
snowy,evening,medium,1,indoors,2,Museum
snowy,morning,medium,2,indoors,4+,Cooking class
cloudy,morning,high,1,outdoors,4+,Zoo
sunny,morning,medium,2,outdoors,4+,Swimming
cloudy,evening,medium,1,indoors,2,Comedy
sunny,morning,medium,2,indoors,4+,Bowling
sunny,afternoon,medium,1,indoors,3,Comedy
snowy,afternoon,medium,1,indoors,3,Comedy
rainy,morning,medium,1,indoors,2,Comedy
sunny,afternoon,medium,1,indoors,2,Karaoke
sunny,morning,low,1,outdoors,4+,Park
cloudy,afternoon,low,1,outdoors,3,Stargazing
rainy,evening,medium,1,indoors,2,Movie
cloudy,evening,medium,3,outdoors,2,Hiking
rainy,morning,medium,2,indoors,2,Cooking class
sunny,morning,medium,1,indoors,3,Movie
sunny,evening,medium,2,indoors,4+,Escape room
sunny,evening,medium,3,outdoors,3,Hiking
sunny,morning,medium,3,outdoors,2,Swimming
rainy,afternoon,medium,1,indoors,2,Movie
sunny,morning,low,1,outdoors,4+,Picnic
sunny,morning,low,3,outdoors,3,Biking
cloudy,morning,medium,2,indoors,1,Yoga
sunny,afternoon,low,1,outdoors,4+,Stargazing
cloudy,afternoon,high,1,outdoors,2,Concert
sunny,morning,low,1,outdoors,2,Beach
cloudy,afternoon,medium,2,indoors,2,Cooking class
cloudy,evening,medium,3,indoors,2,Gym
snowy,evening,medium,1,indoors,3,Karaoke
snowy,evening,medium,1,indoors,1,Museum
sunny,morning,medium,1,indoors,2,Museum
cloudy,morning,medium,2,indoors,3,Cooking class
snowy,morning,low,1,outdoors,1,Stargazing
cloudy,afternoon,high,1,outdoors,3,Zoo
rainy,evening,medium,2,indoors,4+,Bowling
sunny,evening,medium,2,outdoors,1,Swimming
rainy,afternoon,medium,1,indoors,2,Karaoke
sunny,evening,high,1,outdoors,4+,Concert
cloudy,afternoon,medium,3,indoors,1,Gym
snowy,afternoon,medium,2,indoors,3,Yoga
snowy,morning,medium,1,indoors,4+,Karaoke
cloudy,evening,medium,3,outdoors,1,Hiking
sunny,afternoon,medium,1,indoors,2,Comedy
sunny,morning,low,1,outdoors,2,Stargazing
cloudy,evening,medium,2,indoors,2,Yoga
sunny,evening,low,2,outdoors,3,Beach
sunny,morning,low,3,outdoors,4+,Surfing
rainy,evening,medium,2,indoors,4+,Bowling
snowy,afternoon,high,1,indoors,2,Eating out
cloudy,evening,high,1,outdoors,2,Zoo
cloudy,afternoon,medium,2,indoors,4+,Bowling
cloudy,afternoon,medium,1,indoors,3,Karaoke
cloudy,evening,low,1,outdoors,2,Picnic
rainy,evening,medium,2,indoors,2,Yoga
sunny,afternoon,medium,3,indoors,1,Gym
sunny,afternoon,low,2,outdoors,1,Kite flying
cloudy,morning,medium,1,indoors,3,Karaoke
sunny,afternoon,low,3,outdoors,2,Beach
cloudy,afternoon,high,1,indoors,4+,Eating out
rainy,afternoon,medium,2,indoors,1,Yoga
cloudy,evening,high,1,outdoors,4+,Concert
cloudy,afternoon,low,1,outdoors,1,Park
cloudy,evening,medium,2,indoors,4+,Escape room
sunny,evening,high,1,indoors,2,Eating out
sunny,evening,medium,1,indoors,3,Museum
sunny,morning,medium,1,indoors,3,Movie
snowy,afternoon,high,1,indoors,4+,Eating out
sunny,afternoon,low,1,outdoors,1,Park
sunny,evening,low,1,outdoors,1,Park
rainy,afternoon,low,1,indoors,4+,Board games
cloudy,morning,medium,3,outdoors,2,Hiking
sunny,afternoon,medium,1,indoors,2,Karaoke
snowy,afternoon,medium,3,indoors,2,Gym
snowy,afternoon,medium,2,indoors,2,Yoga
rainy,evening,medium,1,indoors,3,Movie
snowy,morning,medium,1,indoors,2,Karaoke
cloudy,afternoon,medium,3,outdoors,4+,Hiking
snowy,afternoon,medium,1,indoors,3,Museum
sunny,afternoon,low,2,outdoors,1,Kite flying
sunny,morning,medium,2,indoors,4+,Bowling
cloudy,afternoon,medium,1,indoors,2,Museum
rainy,afternoon,medium,1,indoors,4+,Karaoke
sunny,afternoon,medium,1,indoors,1,Museum
snowy,morning,low,1,outdoors,4+,Stargazing
sunny,evening,medium,2,indoors,4+,Escape room
cloudy,evening,medium,3,indoors,2,Gym
sunny,evening,medium,2,indoors,1,Yoga
sunny,evening,medium,1,indoors,2,Museum
snowy,afternoon,low,1,indoors,4+,Board games
sunny,afternoon,high,1,outdoors,3,Concert
cloudy,afternoon,high,1,outdoors,2,Concert
sunny,morning,low,3,outdoors,1,Surfing
sunny,morning,medium,3,outdoors,2,Hiking
rainy,evening,low,1,indoors,4+,Board games
sunny,evening,low,1,outdoors,3,Beach
sunny,morning,high,1,outdoors,4+,Concert
cloudy,evening,medium,2,indoors,3,Cooking class
cloudy,morning,low,3,outdoors,3,Biking
rainy,morning,high,1,indoors,2,Eating out
cloudy,evening,low,3,outdoors,2,Biking
sunny,evening,high,1,outdoors,4+,Zoo
cloudy,evening,low,1,outdoors,2,Stargazing
sunny,afternoon,medium,3,outdoors,3,Swimming
cloudy,afternoon,medium,2,indoors,3,Yoga
cloudy,afternoon,medium,1,indoors,2,Movie
snowy,evening,medium,2,indoors,3,Cooking class
snowy,evening,medium,1,indoors,4+,Museum
sunny,morning,medium,3,outdoors,1,Hiking
sunny,morning,low,3,outdoors,1,Surfing
sunny,morning,low,3,outdoors,3,Hiking
snowy,morning,low,1,outdoors,3,Stargazing
sunny,afternoon,medium,1,indoors,2,Comedy
sunny,evening,low,1,outdoors,2,Beach
cloudy,afternoon,high,1,outdoors,4+,Zoo
snowy,morning,medium,3,indoors,2,Gym
rainy,afternoon,high,1,indoors,2,Eating out
snowy,morning,high,3,outdoors,1,Skiing
sunny,evening,high,1,indoors,2,Eating out
snowy,afternoon,medium,1,indoors,4+,Museum
sunny,evening,medium,1,indoors,4+,Museum
cloudy,afternoon,medium,1,indoors,3,Karaoke
cloudy,afternoon,high,1,outdoors,2,Zoo
rainy,evening,medium,1,indoors,2,Karaoke
snowy,morning,medium,2,indoors,1,Yoga
snowy,afternoon,high,3,outdoors,2,Skiing
snowy,evening,medium,1,indoors,4+,Comedy
sunny,morning,medium,1,indoors,2,Karaoke
snowy,afternoon,medium,1,indoors,1,Museum
rainy,afternoon,medium,2,indoors,4+,Bowling
sunny,afternoon,low,1,outdoors,2,Picnic
cloudy,evening,low,3,outdoors,3,Hiking
sunny,afternoon,medium,1,indoors,3,Karaoke
cloudy,evening,low,3,outdoors,2,Hiking
snowy,morning,medium,2,indoors,3,Cooking class
sunny,evening,low,1,outdoors,2,Stargazing
cloudy,evening,medium,2,indoors,3,Cooking class
rainy,morning,low,1,outdoors,3,Stargazing
cloudy,morning,medium,2,indoors,2,Yoga
sunny,afternoon,medium,2,indoors,3,Cooking class
cloudy,afternoon,medium,2,indoors,4+,Bowling
snowy,evening,medium,2,indoors,4+,Escape room
sunny,evening,high,1,outdoors,2,Zoo
snowy,afternoon,medium,1,indoors,4+,Karaoke
sunny,afternoon,medium,3,indoors,2,Gym
snowy,afternoon,low,1,outdoors,1,Stargazing
cloudy,evening,low,1,outdoors,4+,Stargazing
sunny,morning,medium,2,indoors,2,Cooking class
cloudy,morning,medium,3,outdoors,1,Hiking
rainy,afternoon,medium,1,indoors,3,Karaoke
snowy,morning,low,1,outdoors,4+,Stargazing
sunny,morning,low,1,outdoors,2,Stargazing
sunny,morning,low,3,outdoors,3,Surfing
rainy,morning,medium,2,indoors,1,Yoga
sunny,morning,medium,1,indoors,4+,Karaoke
cloudy,afternoon,medium,1,indoors,2,Comedy
cloudy,afternoon,medium,2,indoors,3,Cooking class
cloudy,afternoon,high,1,indoors,2,Eating out
cloudy,morning,low,1,indoors,4+,Board games
sunny,evening,medium,1,indoors,4+,Karaoke
cloudy,morning,medium,3,outdoors,1,Hiking
cloudy,morning,medium,3,indoors,1,Gym
rainy,afternoon,medium,2,indoors,4+,Cooking class
sunny,evening,low,3,outdoors,3,Hiking
cloudy,morning,high,1,outdoors,2,Zoo
sunny,morning,low,1,outdoors,2,Beach
rainy,morning,medium,1,indoors,3,Karaoke
cloudy,afternoon,medium,2,indoors,2,Yoga
sunny,afternoon,low,1,outdoors,2,Park
snowy,afternoon,low,1,indoors,4+,Board games
snowy,morning,high,3,outdoors,1,Skiing
snowy,evening,medium,1,indoors,3,Museum
sunny,morning,medium,3,outdoors,1,Swimming
rainy,morning,medium,1,indoors,4+,Karaoke
sunny,morning,high,1,outdoors,2,Zoo
sunny,evening,medium,3,outdoors,2,Hiking
sunny,evening,medium,2,indoors,2,Yoga
cloudy,morning,high,1,outdoors,4+,Concert
rainy,afternoon,medium,2,indoors,2,Yoga
snowy,afternoon,medium,2,indoors,4+,Bowling
snowy,morning,medium,2,indoors,1,Yoga
cloudy,evening,high,1,indoors,4+,Eating out
snowy,afternoon,high,3,outdoors,4+,Skiing
sunny,afternoon,low,3,outdoors,3,Surfing
snowy,morning,low,1,outdoors,2,Stargazing
snowy,afternoon,medium,1,indoors,1,Museum
cloudy,afternoon,medium,1,indoors,2,Museum
snowy,afternoon,medium,2,indoors,1,Yoga
sunny,afternoon,low,1,outdoors,3,Park
cloudy,morning,medium,1,indoors,1,Museum
sunny,evening,low,3,outdoors,3,Biking
sunny,morning,medium,1,indoors,4+,Comedy
cloudy,morning,medium,1,indoors,3,Museum
sunny,afternoon,low,2,outdoors,2,Kite flying
cloudy,evening,medium,1,indoors,3,Karaoke
cloudy,evening,low,1,outdoors,2,Picnic
sunny,evening,low,2,outdoors,1,Kite flying
snowy,evening,medium,2,indoors,4+,Bowling
snowy,evening,medium,3,indoors,1,Gym
sunny,morning,low,3,outdoors,2,Beach
snowy,morning,medium,1,indoors,2,Comedy
snowy,afternoon,high,3,outdoors,4+,Skiing
cloudy,evening,high,1,outdoors,3,Concert
sunny,morning,medium,1,indoors,2,Movie
sunny,afternoon,medium,3,outdoors,1,Hiking
rainy,evening,medium,1,indoors,2,Museum
sunny,evening,medium,2,indoors,4+,Escape room
cloudy,afternoon,high,1,outdoors,3,Concert
sunny,afternoon,medium,3,outdoors,1,Swimming
snowy,afternoon,medium,1,indoors,4+,Comedy
snowy,evening,medium,1,indoors,2,Karaoke
cloudy,morning,medium,3,outdoors,4+,Hiking
snowy,afternoon,low,1,outdoors,2,Stargazing
sunny,afternoon,low,3,outdoors,1,Biking
cloudy,afternoon,low,1,outdoors,2,Picnic
snowy,afternoon,low,1,outdoors,2,Stargazing
rainy,morning,medium,2,indoors,2,Cooking class
sunny,morning,medium,1,indoors,3,Museum
rainy,evening,high,1,indoors,4+,Eating out
sunny,evening,medium,3,indoors,2,Gym
rainy,morning,medium,2,indoors,4+,Cooking class
sunny,evening,medium,1,indoors,1,Museum
snowy,evening,high,3,outdoors,2,Skiing
cloudy,afternoon,medium,3,outdoors,4+,Hiking
sunny,morning,low,1,outdoors,4+,Park
sunny,afternoon,medium,3,indoors,2,Gym
cloudy,afternoon,medium,1,indoors,4+,Museum
sunny,morning,low,2,outdoors,2,Beach
cloudy,afternoon,medium,1,indoors,4+,Comedy
cloudy,afternoon,medium,2,indoors,4+,Bowling
snowy,morning,medium,3,indoors,2,Gym
snowy,evening,medium,1,indoors,4+,Karaoke
rainy,morning,medium,3,indoors,2,Gym
cloudy,afternoon,medium,3,outdoors,2,Hiking
sunny,morning,medium,1,indoors,4+,Karaoke
sunny,evening,high,1,outdoors,2,Zoo
cloudy,morning,low,3,outdoors,3,Biking
sunny,morning,medium,1,indoors,2,Movie
cloudy,evening,low,1,outdoors,1,Stargazing
cloudy,afternoon,medium,1,indoors,3,Karaoke
sunny,evening,medium,1,indoors,2,Movie
sunny,evening,medium,3,outdoors,1,Hiking
sunny,afternoon,low,2,outdoors,2,Beach
sunny,morning,low,1,outdoors,1,Stargazing
rainy,afternoon,medium,2,indoors,3,Cooking class
sunny,evening,medium,2,indoors,4+,Escape room
sunny,morning,medium,3,outdoors,3,Swimming
sunny,evening,low,1,outdoors,2,Beach
snowy,evening,medium,1,indoors,2,Karaoke
cloudy,morning,medium,3,indoors,1,Gym
sunny,morning,medium,1,indoors,4+,Karaoke
cloudy,morning,medium,1,indoors,2,Museum
sunny,morning,medium,1,indoors,2,Museum
snowy,morning,high,1,indoors,2,Eating out
snowy,evening,medium,1,indoors,3,Movie
rainy,afternoon,low,2,outdoors,2,Kite flying
rainy,afternoon,medium,2,indoors,4+,Cooking class
sunny,evening,high,1,outdoors,2,Concert
cloudy,morning,medium,1,indoors,2,Karaoke
sunny,morning,medium,2,indoors,4+,Yoga
cloudy,morning,low,3,outdoors,2,Biking
sunny,evening,medium,2,indoors,2,Yoga
sunny,morning,medium,1,indoors,4+,Karaoke
snowy,evening,medium,1,indoors,3,Comedy
sunny,afternoon,medium,2,indoors,4+,Yoga
cloudy,evening,medium,3,indoors,2,Gym
sunny,afternoon,low,1,outdoors,2,Stargazing
rainy,evening,medium,1,indoors,3,Museum
snowy,evening,low,1,indoors,4+,Board games
rainy,afternoon,medium,1,indoors,3,Museum
snowy,evening,low,1,outdoors,2,Stargazing
snowy,afternoon,medium,1,indoors,4+,Museum
snowy,afternoon,medium,1,indoors,4+,Comedy
cloudy,afternoon,medium,3,outdoors,3,Hiking
sunny,morning,medium,3,outdoors,1,Hiking
cloudy,morning,medium,2,indoors,4+,Bowling
sunny,morning,low,3,outdoors,2,Beach
sunny,morning,low,1,outdoors,3,Park
cloudy,morning,low,3,outdoors,1,Biking
snowy,morning,medium,2,indoors,3,Cooking class
cloudy,evening,medium,2,indoors,3,Yoga
sunny,morning,low,2,outdoors,2,Kite flying
sunny,afternoon,low,3,outdoors,1,Hiking
cloudy,morning,low,3,outdoors,4+,Hiking
sunny,evening,medium,1,indoors,3,Museum
sunny,evening,medium,2,outdoors,2,Swimming
cloudy,morning,low,1,indoors,4+,Board games
cloudy,afternoon,high,1,outdoors,4+,Concert
sunny,morning,medium,2,indoors,2,Yoga
sunny,afternoon,low,1,outdoors,4+,Park
snowy,evening,high,3,outdoors,2,Skiing
rainy,morning,medium,3,indoors,1,Gym
sunny,morning,medium,3,outdoors,4+,Swimming
cloudy,afternoon,high,1,indoors,4+,Eating out
snowy,evening,high,3,outdoors,4+,Skiing
rainy,morning,high,1,indoors,4+,Eating out
sunny,evening,medium,1,indoors,4+,Comedy
sunny,afternoon,medium,2,outdoors,1,Swimming
sunny,afternoon,medium,2,outdoors,1,Swimming
sunny,morning,low,1,outdoors,4+,Stargazing
rainy,afternoon,medium,1,indoors,3,Comedy
cloudy,evening,low,1,outdoors,2,Stargazing
cloudy,afternoon,medium,2,indoors,3,Cooking class
rainy,morning,high,1,indoors,2,Eating out
rainy,morning,medium,2,indoors,4+,Escape room
snowy,morning,medium,2,indoors,4+,Escape room
rainy,morning,medium,2,indoors,4+,Bowling
sunny,evening,high,1,outdoors,2,Concert
cloudy,morning,medium,2,indoors,4+,Bowling
cloudy,morning,low,3,outdoors,2,Biking
cloudy,morning,medium,1,indoors,3,Comedy
sunny,evening,low,3,outdoors,1,Surfing
snowy,evening,medium,2,indoors,2,Cooking class
snowy,morning,high,3,outdoors,1,Skiing
rainy,morning,high,1,indoors,2,Eating out
rainy,afternoon,low,1,outdoors,3,Stargazing
rainy,morning,high,1,indoors,3,Eating out
rainy,morning,medium,1,indoors,3,Museum
cloudy,afternoon,low,1,outdoors,3,Stargazing
